Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Day_Ordered,Month_Ordered,Year_Ordered,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Festival_Yes
27.0,4.8,12.326356,76.619103,12.406356,76.699103,2,1,2,2,2.0,2,36,31,3,2022,0,0,1,0,0
22.0,4.9,21.186608,72.794136,21.236608,72.844136,3,1,2,2,0.0,2,10,13,3,2022,0,0,0,1,0
32.0,4.9,21.149669,72.772629,21.189669,72.812629,6,2,1,2,1.0,3,23,1,4,2022,0,0,0,1,0
38.0,3.9,23.374989,85.335486,23.444989,85.405486,5,1,2,1,1.0,2,42,18,3,2022,0,0,0,1,1
31.0,4.7,30.88722,75.804893,30.91722,75.834893,6,3,2,1,1.0,3,21,11,2,2022,0,1,0,0,0
36.0,3.5,0.0,0.0,0.08,0.08,4,3,1,1,1.0,2,34,16,3,2022,0,0,0,1,0
28.0,4.9,11.003008,76.97544,11.113008,77.08544,6,1,2,3,0.0,2,12,29,3,2022,0,1,0,0,0
33.0,4.0,19.866969,75.318894,19.886969,75.338894,1,2,2,1,0.0,2,31,11,2,2022,1,0,0,0,0
38.0,3.6,12.311072,76.654878,12.391072,76.734878,5,1,2,1,1.0,3,31,27,3,2022,1,0,0,0,0
30.0,4.9,17.424114,78.347554,17.494114,78.417554,2,4,0,1,1.0,3,39,10,3,2022,1,0,0,0,0
36.0,4.1,26.90294,75.793007,26.99294,75.883007,5,1,2,1,1.0,2,43,4,4,2022,1,0,0,0,1
20.0,4.0,12.297954,76.665169,12.407954,76.775169,1,1,1,2,2.0,2,44,4,4,2022,0,0,0,1,0
35.0,4.4,22.751234,75.88949,22.811234,75.94949,5,4,0,1,1.0,3,28,5,4,2022,1,0,0,0,0
37.0,4.1,10.994136,76.963303,11.024136,76.993303,2,1,2,1,1.0,2,35,9,3,2022,1,0,0,0,0
38.0,4.8,13.022394,80.242439,13.052394,80.272439,4,3,1,2,1.0,2,28,13,3,2022,0,0,1,0,0
25.0,4.7,0.0,0.0,0.03,0.03,4,1,2,1,1.0,3,29,13,2,2022,0,1,0,0,0
21.0,4.8,21.173493,72.801953,21.253493,72.881953,5,1,2,1,1.0,2,29,16,3,2022,1,0,0,0,0
26.0,4.9,26.905287,75.794592,26.945287,75.834592,3,2,2,2,1.0,2,26,24,3,2022,1,0,0,0,0
35.0,4.8,12.978453,77.643685,12.998453,77.663685,5,4,2,1,0.0,2,24,24,3,2022,0,0,0,1,0
23.0,4.7,11.003681,76.975525,11.093681,77.065525,1,3,2,1,1.0,3,34,8,3,2022,0,0,1,0,0
27.0,4.8,12.939496,77.625999,12.969496,77.655999,5,3,1,1,1.0,2,25,3,3,2022,1,0,0,0,0
26.0,4.5,26.846156,75.8023,26.906156,75.8623,3,3,0,1,1.0,2,20,11,3,2022,0,0,0,1,0
28.0,4.9,11.021278,76.995017,11.111278,77.085017,3,1,2,2,0.0,2,15,8,3,2022,1,0,0,0,0
23.0,5.0,18.539299,73.897902,18.649299,74.007902,5,1,0,1,1.0,2,34,23,3,2022,0,1,0,0,0
38.0,4.9,12.3085,76.665808,12.3285,76.685808,6,4,0,1,1.0,2,29,9,3,2022,0,0,0,1,0
26.0,4.8,0.0,0.0,0.07,0.07,3,3,1,1,1.0,3,19,12,3,2022,0,0,1,0,0
37.0,4.8,19.091458,72.827808,19.201458,72.937808,6,3,0,1,1.0,2,36,6,4,2022,1,0,0,0,0
20.0,4.7,22.514688,88.393294,22.604688,88.483294,4,4,1,1,1.0,3,19,16,2,2022,0,1,0,0,0
27.0,4.8,12.913041,77.683237,12.933041,77.703237,3,4,1,1,0.0,2,15,28,3,2022,0,1,0,0,0
36.0,4.6,0.0,0.0,0.11,0.11,1,1,0,1,2.0,2,40,29,3,2022,0,0,1,0,0
24.0,4.6,12.913041,77.683237,12.983041,77.753237,2,3,2,2,2.0,2,38,2,4,2022,0,0,0,1,0
33.0,4.9,30.899992,75.831338,30.929992,75.861338,2,1,2,1,1.0,2,30,15,2,2022,0,0,1,0,0
33.0,4.7,13.091809,80.219104,13.121809,80.249104,2,3,1,2,1.0,2,17,26,3,2022,1,0,0,0,0
28.0,4.7,23.232537,77.429845,23.252537,77.449845,4,4,1,1,1.0,2,18,15,2,2022,0,0,0,1,0
34.0,4.6,12.972532,77.608179,12.982532,77.618179,3,2,1,2,1.0,2,25,24,3,2022,0,0,0,1,0
36.0,4.8,25.450377,81.834236,25.500377,81.884236,6,1,0,1,1.0,2,22,13,2,2022,1,0,0,0,0
21.0,4.8,26.846156,75.8023,26.956156,75.9123,2,1,1,2,1.0,2,42,2,4,2022,0,0,0,1,0
32.0,4.8,11.022477,76.995667,11.092477,77.065667,1,4,0,1,0.0,3,40,20,3,2022,0,0,1,0,0
31.0,4.9,0.0,0.0,0.08,0.08,3,4,1,2,1.0,2,28,16,3,2022,0,0,0,1,0
23.0,4.4,19.207222,72.972281,19.317222,73.082281,1,1,1,1,1.0,2,36,2,4,2022,0,1,0,0,0
35.0,4.0,27.160934,78.044095,27.220934,78.104095,4,4,0,1,1.0,2,24,13,2,2022,0,0,1,0,0
34.0,4.9,21.186438,72.794115,21.246438,72.854115,1,4,0,1,0.0,3,29,5,4,2022,0,0,0,1,0
37.0,4.9,23.351489,85.324253,23.361489,85.334253,6,4,2,2,0.0,2,10,26,3,2022,0,1,0,0,0
25.0,5.0,13.049645,80.242268,13.119645,80.312268,4,3,1,2,1.0,2,21,8,3,2022,1,0,0,0,0
26.0,4.9,13.081878,80.248519,13.121878,80.288519,2,2,2,3,1.0,2,23,5,3,2022,0,1,0,0,0
37.0,4.9,22.311844,73.165081,22.441844,73.295081,4,4,2,2,1.0,2,18,6,3,2022,0,1,0,0,0
23.0,5.0,22.761593,75.886362,22.891593,76.016362,3,4,2,1,1.0,3,13,2,4,2022,0,0,1,0,0
22.0,4.6,11.026117,76.944652,11.046117,76.964652,6,4,0,1,1.0,2,16,21,3,2022,0,1,0,0,0
34.0,3.7,13.022394,80.242439,13.092394,80.312439,4,3,1,2,0.0,2,34,6,4,2022,0,1,0,0,0
36.0,4.8,17.440827,78.393391,17.500827,78.453391,3,3,0,1,1.0,2,27,1,4,2022,1,0,0,0,0
39.0,4.6,22.310526,73.170937,22.390526,73.250937,4,1,1,2,1.0,2,26,12,3,2022,0,0,0,1,0
33.0,4.6,12.323978,76.627961,12.433978,76.737961,2,1,2,1,2.0,2,42,4,4,2022,0,1,0,0,0
20.0,4.7,19.176269,72.836721,19.236269,72.896721,2,3,2,2,1.0,3,12,26,3,2022,0,0,0,1,0
29.6091523786525,,0.0,0.0,0.03,0.03,1,4,0,1,0.0,2,21,17,2,2022,0,0,1,0,0
38.0,4.9,23.357804,85.325146,23.367804,85.335146,4,4,2,1,1.0,2,23,11,3,2022,0,0,1,0,0
20.0,4.7,12.970324,77.645748,12.980324,77.655748,5,4,2,3,1.0,3,10,19,3,2022,0,1,0,0,0
20.0,4.0,22.745536,75.893106,22.755536,75.903106,2,2,1,2,1.0,2,32,30,3,2022,1,0,0,0,0
33.0,4.7,21.186884,72.793616,21.216884,72.823616,1,1,0,1,1.0,2,30,13,3,2022,0,0,1,0,0
39.0,4.1,11.003008,76.97544,11.093008,77.06544,5,1,0,1,0.0,2,42,18,3,2022,0,0,1,0,0
34.0,4.4,0.0,0.0,0.06,0.06,3,1,2,2,1.0,2,33,11,2,2022,0,0,0,1,0
39.0,4.2,30.89286,75.822199,30.90286,75.832199,5,4,0,1,1.0,2,25,15,2,2022,0,0,0,1,0
34.0,4.7,11.008638,76.984311,11.028638,77.004311,2,4,0,1,1.0,2,24,3,4,2022,0,1,0,0,0
36.0,4.7,23.357804,85.325146,23.467804,85.435146,6,3,0,1,2.0,2,38,10,3,2022,0,1,0,0,0
25.0,4.8,9.979186,76.317361,10.089186,76.427361,2,1,0,1,1.0,2,44,18,2,2022,0,0,0,1,0
30.0,4.9,13.005801,80.250744,13.085801,80.330744,5,1,0,1,1.0,2,40,12,3,2022,0,0,1,0,1
25.0,4.6,26.88842,75.800689,26.99842,75.910689,3,1,0,1,0.0,2,28,2,3,2022,0,0,0,1,0
33.0,5.0,26.913726,75.75282,27.003726,75.842821,6,1,2,2,0.0,3,17,8,3,2022,1,0,0,0,0
26.0,4.6,19.176269,72.836721,19.246269,72.906721,3,3,1,2,1.0,3,20,23,3,2022,0,1,0,0,0
30.0,4.2,12.939496,77.625999,13.069496,77.755999,4,3,0,1,1.0,2,35,27,3,2022,1,0,0,0,0
32.0,4.5,17.430448,78.418213,17.520448,78.508213,6,1,2,1,1.0,3,19,4,4,2022,0,0,0,1,0
28.0,4.6,13.022394,80.242439,13.102394,80.322439,3,1,2,2,1.0,3,16,2,4,2022,0,1,0,0,0
23.0,5.0,10.96185,76.971082,11.01185,77.021082,6,4,2,2,1.0,3,24,26,3,2022,0,0,1,0,0
25.0,4.6,21.149569,72.772697,21.179569,72.802697,2,4,2,1,0.0,2,18,19,3,2022,0,0,1,0,0
35.0,4.9,21.160437,72.774209,21.190437,72.804209,3,4,2,2,0.0,3,27,9,3,2022,0,0,0,1,0
32.0,4.8,22.725835,75.887648,22.835835,75.997648,6,1,1,2,1.0,3,25,23,3,2022,0,0,0,1,0
35.0,4.8,12.939496,77.625999,13.029496,77.715999,1,1,2,3,2.0,2,40,29,3,2022,0,0,1,0,0
35.0,4.1,21.183434,72.814492,21.293434,72.924492,2,3,1,2,1.0,2,38,31,3,2022,0,0,1,0,0
29.0,4.9,26.902908,75.792934,26.942908,75.832934,6,2,1,1,0.0,3,10,3,4,2022,0,0,1,0,0
22.0,4.9,12.311072,76.654878,12.361072,76.704878,6,4,2,1,1.0,2,23,7,3,2022,0,1,0,0,0
22.0,4.2,13.027018,80.254791,13.057018,80.284791,5,4,0,1,1.0,2,26,1,3,2022,0,0,1,0,0
23.0,4.8,0.0,0.0,0.09,0.09,4,1,2,2,0.0,3,24,2,3,2022,1,0,0,0,0
29.6091523786525,,12.935662,77.61413,13.025662,77.70413,3,4,0,1,1.0,2,29,2,4,2022,1,0,0,0,0
25.0,4.7,0.0,0.0,0.03,0.03,1,3,1,2,0.0,2,14,13,2,2022,0,0,1,0,0
20.0,4.8,12.949934,77.699386,12.969934,77.719386,2,4,0,1,0.0,3,21,24,3,2022,1,0,0,0,0
30.0,4.4,11.024839,77.007003,11.104839,77.087003,1,4,1,2,0.0,2,33,10,3,2022,0,1,0,0,0
28.0,4.9,22.308096,73.167753,22.338096,73.197753,4,3,2,3,1.0,3,27,21,3,2022,0,1,0,0,0
36.0,4.6,21.186438,72.794115,21.256438,72.864115,4,4,1,2,0.0,2,19,2,4,2022,0,0,0,1,0
29.6091523786525,,23.354422,85.3329,23.374422,85.3529,5,4,2,1,1.0,2,23,13,3,2022,1,0,0,0,0
32.0,5.0,23.416792,85.316842,23.476792,85.376842,6,4,2,1,1.0,2,18,3,4,2022,0,0,0,1,0
35.0,4.5,12.334022,76.618203,12.384022,76.668203,2,4,1,2,1.0,2,15,5,3,2022,0,0,0,1,0
33.0,4.9,13.058616,80.264151,13.188616,80.394151,1,1,2,1,1.0,2,47,25,3,2022,0,0,1,0,1
29.6091523786525,,18.520016,73.830547,18.580016,73.890547,5,1,1,1,1.0,2,34,7,3,2022,1,0,0,0,0
27.0,4.1,12.933298,77.614293,12.973298,77.654293,6,2,0,1,3.0,1,54,9,3,2022,0,0,1,0,0
29.0,4.6,12.316967,76.603067,12.356967,76.643067,6,3,1,1,0.0,3,11,1,4,2022,0,1,0,0,0
26.0,4.6,26.90519,75.810753,26.96519,75.870753,2,4,1,1,0.0,3,13,19,3,2022,0,1,0,0,0
25.0,4.7,12.311072,76.654878,12.401072,76.744878,6,1,0,1,1.0,2,33,25,3,2022,0,0,1,0,0
36.0,4.8,13.026286,80.275235,13.066286,80.315235,6,2,0,1,0.0,2,21,30,3,2022,0,1,0,0,0
31.0,4.8,11.001753,76.986241,11.091753,77.076241,6,1,0,1,2.0,2,39,31,3,2022,0,0,1,0,0
25.0,5.0,30.335259,78.053162,30.375259,78.093162,3,3,0,1,1.0,3,13,11,2,2022,1,0,0,0,0
34.0,4.6,13.029198,77.570997,13.079198,77.620997,1,3,2,1,0.0,3,17,11,3,2022,0,0,1,0,0
24.0,4.3,12.337978,76.616792,12.357978,76.636792,4,4,0,1,1.0,3,22,7,3,2022,0,0,1,0,0
38.0,4.9,22.744648,75.894377,22.764648,75.914377,2,2,2,2,1.0,3,38,24,3,2022,1,0,0,0,0
21.0,4.7,23.355164,85.324097,23.365164,85.334097,1,4,0,1,1.0,2,18,5,4,2022,0,0,1,0,0
24.0,4.5,21.186608,72.794136,21.246608,72.854136,3,3,2,2,0.0,2,26,9,3,2022,0,0,1,0,0
23.0,4.8,18.563934,73.915367,18.583935,73.935367,2,4,1,1,0.0,2,11,5,4,2022,0,1,0,0,0
32.0,4.6,25.457116,81.859682,25.517116,81.919682,6,3,0,1,1.0,3,22,11,2,2022,1,0,0,0,0
23.0,4.9,30.893234,75.82172,30.963234,75.89172,3,1,0,1,1.0,3,28,16,2,2022,0,1,0,0,0
36.0,4.1,19.878028,75.317475,19.958028,75.397475,2,4,0,1,1.0,2,39,18,2,2022,0,1,0,0,0
39.0,4.2,12.334022,76.618203,12.444022,76.728203,2,4,2,3,0.0,2,33,31,3,2022,1,0,0,0,0
26.0,4.6,0.0,0.0,0.02,0.02,1,2,2,3,1.0,2,30,7,3,2022,0,0,1,0,0
30.0,4.1,23.374989,85.335486,23.404989,85.365486,1,1,0,1,1.0,2,31,17,3,2022,0,1,0,0,0
34.0,4.6,19.875522,75.367127,19.955522,75.447127,3,3,0,1,1.0,2,49,18,2,2022,0,0,1,0,0
37.0,4.9,13.091809,80.219104,13.111809,80.239104,6,4,2,2,0.0,2,12,7,3,2022,0,1,0,0,0
30.0,4.5,12.935662,77.61413,12.945662,77.62413,2,2,0,1,1.0,3,29,9,3,2022,0,0,1,0,0
34.0,5.0,12.978453,77.643685,13.108453,77.773685,2,1,1,1,0.0,2,45,6,3,2022,0,1,0,0,0
39.0,4.0,23.359407,85.325055,23.369407,85.335055,1,2,1,2,1.0,3,31,19,3,2022,1,0,0,0,0
35.0,5.0,26.956431,75.776649,27.046431,75.866649,3,1,2,3,1.0,2,27,18,3,2022,0,1,0,0,0
36.0,4.2,12.981615,80.231598,13.031615,80.281598,4,1,0,1,1.0,2,35,5,3,2022,1,0,0,0,0
24.0,4.8,0.0,0.0,0.08,0.08,2,4,1,1,1.0,2,23,31,3,2022,0,0,1,0,0
35.0,4.4,26.483042,80.317833,26.543042,80.377833,5,1,0,1,2.0,3,37,13,2,2022,0,0,0,1,0
31.0,4.6,22.728163,75.884212,22.778163,75.934212,3,1,2,1,1.0,2,25,21,3,2022,0,1,0,0,0
27.0,4.6,12.906229,77.596791,12.956229,77.646791,3,4,2,3,1.0,3,19,7,3,2022,0,1,0,0,0
32.0,5.0,12.972532,77.608179,13.012532,77.648179,3,2,1,2,1.0,2,27,30,3,2022,1,0,0,0,0
27.0,4.7,26.472001,80.354002,26.562001,80.444002,6,1,2,2,0.0,2,12,14,2,2022,0,0,0,1,0
38.0,4.7,12.970324,77.645748,13.010324,77.685748,2,2,2,2,0.0,2,29,1,4,2022,0,0,1,0,0
35.0,4.3,26.849596,75.800512,26.919596,75.870512,3,3,2,2,0.0,2,37,6,3,2022,0,0,0,1,0
23.0,4.7,12.935662,77.61413,12.975662,77.65413,5,2,0,1,0.0,2,19,24,3,2022,0,0,1,0,0
33.0,4.3,21.149569,72.772697,21.159569,72.782697,4,4,0,1,1.0,2,25,17,3,2022,0,0,0,1,0
24.0,4.7,26.47775,80.351569,26.51775,80.391569,3,2,0,1,1.0,2,19,11,2,2022,0,0,1,0,0
39.0,4.8,26.914142,75.805704,26.934142,75.825704,1,4,2,2,1.0,3,19,1,4,2022,0,0,1,0,0
39.0,5.0,23.359194,85.325447,23.399194,85.365447,1,2,1,1,1.0,3,29,11,3,2022,0,1,0,0,0
37.0,4.5,26.905287,75.794592,26.945287,75.834592,1,3,2,2,1.0,3,17,30,3,2022,0,1,0,0,0
24.0,4.5,12.978453,77.643685,13.028453,77.693685,3,3,2,2,0.0,2,29,26,3,2022,1,0,0,0,0
28.0,5.0,17.41233,78.449654,17.43233,78.469654,6,4,1,1,0.0,2,15,30,3,2022,1,0,0,0,0
32.0,5.0,12.334022,76.618203,12.374022,76.658203,3,2,1,2,1.0,2,31,19,3,2022,0,0,0,1,0
29.0,4.8,0.0,0.0,0.11,0.11,4,1,1,2,0.0,2,19,16,2,2022,0,1,0,0,0
28.0,4.6,21.175104,72.804342,21.195104,72.824342,2,4,1,2,1.0,3,17,1,3,2022,0,0,1,0,0
37.0,4.7,12.934179,77.615797,12.954179,77.635797,3,4,1,1,1.0,2,20,5,4,2022,0,0,1,0,0
21.0,4.9,15.5696,73.742294,15.6596,73.832294,2,1,0,1,1.0,2,47,18,2,2022,0,1,0,0,0
36.0,4.4,11.026117,76.944652,11.116117,77.034652,5,1,0,1,1.0,1,53,23,3,2022,0,0,0,1,0
26.0,4.5,22.725748,75.898497,22.835748,76.008497,3,1,2,1,0.0,2,24,20,3,2022,0,0,0,1,0
30.0,4.9,22.753659,75.903365,22.843659,75.993365,1,1,1,2,1.0,2,39,20,3,2022,0,0,0,1,0
22.0,4.6,12.325461,76.632278,12.385461,76.692278,2,3,0,1,1.0,2,28,7,3,2022,0,0,1,0,0
30.0,5.0,13.091809,80.219104,13.221809,80.349104,4,4,2,2,1.0,3,28,16,3,2022,1,0,0,0,0
24.0,4.5,21.160437,72.774209,21.200437,72.814209,3,2,1,2,0.0,3,24,7,3,2022,0,0,1,0,0
35.0,4.6,18.994237,72.825553,19.064237,72.895553,2,1,0,1,1.0,2,45,2,3,2022,0,1,0,0,0
37.0,4.9,12.3085,76.665808,12.3485,76.705808,3,2,1,2,1.0,2,31,13,3,2022,1,0,0,0,0
32.0,4.6,22.753839,75.897429,22.803839,75.947429,1,1,0,1,1.0,3,30,9,3,2022,1,0,0,0,0
27.0,4.6,18.994049,72.825203,19.034049,72.865203,4,2,1,2,1.0,2,13,26,3,2022,1,0,0,0,0
34.0,4.7,22.308096,73.167753,22.368096,73.227753,6,4,1,2,0.0,2,11,7,3,2022,0,0,0,1,0
22.0,4.7,12.970324,77.645748,13.060324,77.735748,6,1,0,1,1.0,2,15,6,4,2022,0,0,0,1,0
23.0,4.8,0.0,0.0,0.04,0.04,3,3,1,1,1.0,2,23,13,3,2022,0,0,0,1,0
22.0,4.8,12.3085,76.665808,12.4385,76.795808,5,1,1,2,0.0,2,15,10,3,2022,0,0,0,1,0
28.0,4.8,15.157944,73.950889,15.267944,74.060889,4,3,1,2,1.0,2,27,18,2,2022,0,1,0,0,0
25.0,4.7,26.913726,75.75282,26.923726,75.762821,5,4,2,1,1.0,3,11,1,3,2022,0,0,0,1,0
30.0,4.8,17.410371,78.437225,17.480371,78.507225,5,1,0,1,2.0,1,47,2,4,2022,0,0,0,1,0
30.0,4.4,22.514585,88.39331,22.624585,88.50331,4,1,1,1,1.0,2,34,14,2,2022,1,0,0,0,0
36.0,4.7,11.021278,76.995017,11.041278,77.015017,4,4,2,2,1.0,2,21,15,3,2022,0,1,0,0,0
20.0,4.9,0.0,0.0,0.08,0.08,4,4,0,1,0.0,2,17,4,3,2022,0,0,0,1,0
25.0,4.9,19.103249,72.846749,19.153249,72.896749,6,3,0,1,0.0,2,19,21,3,2022,0,0,1,0,0
24.0,4.7,22.745536,75.893106,22.785536,75.933106,1,3,2,2,1.0,2,15,17,3,2022,0,0,1,0,0
33.0,5.0,22.725835,75.887648,22.815835,75.977648,3,4,2,2,1.0,2,22,16,3,2022,1,0,0,0,0
36.0,5.0,25.450329,81.834279,25.520329,81.904279,1,3,0,1,0.0,2,47,16,2,2022,1,0,0,0,0
37.0,5.0,19.120083,72.907385,19.210083,72.997385,2,1,1,2,0.0,2,49,31,3,2022,1,0,0,0,0
21.0,4.6,17.450851,78.379347,17.520851,78.449347,1,1,1,1,1.0,2,33,18,3,2022,0,0,1,0,0
32.0,4.6,11.025083,77.015393,11.055083,77.045393,4,3,0,1,1.0,3,27,1,3,2022,0,1,0,0,0
25.0,4.4,22.761593,75.886362,22.841593,75.966362,2,3,2,2,1.0,2,39,4,4,2022,0,0,1,0,0
30.0,4.9,22.727021,75.884167,22.797021,75.954167,6,3,0,1,1.0,3,34,2,4,2022,0,1,0,0,0
24.0,4.3,17.458998,78.500366,17.528998,78.570366,1,1,1,2,0.0,3,33,4,4,2022,1,0,0,0,0
35.0,4.7,21.15276,72.778059,21.22276,72.848059,1,4,0,1,0.0,2,37,2,4,2022,0,1,0,0,0
20.0,4.7,17.41233,78.449654,17.50233,78.539654,6,1,2,2,0.0,2,17,6,4,2022,0,1,0,0,0
33.0,3.6,0.0,0.0,0.08,0.08,4,1,1,2,1.0,2,31,20,3,2022,1,0,0,0,0
35.0,4.3,11.001753,76.986241,11.061753,77.046241,4,4,0,1,1.0,2,27,26,3,2022,0,0,1,0,0
26.0,4.4,22.32,73.17,22.33,73.18,5,4,0,1,1.0,2,27,24,3,2022,0,0,1,0,0
31.0,4.5,11.006686,76.951736,11.116686,77.061736,3,4,1,1,1.0,2,16,20,3,2022,0,0,0,1,0
23.0,4.9,22.533662,88.366217,22.663662,88.496217,1,4,0,1,1.0,2,22,16,2,2022,1,0,0,0,0
26.0,4.2,21.175104,72.804342,21.265104,72.894342,5,1,0,1,1.0,2,31,27,3,2022,1,0,0,0,0
28.0,4.7,12.337978,76.616792,12.467978,76.746792,3,3,2,1,0.0,2,18,2,4,2022,0,0,0,1,0
25.0,4.5,0.0,0.0,0.01,0.01,3,4,1,2,1.0,2,15,11,2,2022,1,0,0,0,0
39.0,4.7,0.0,0.0,0.02,0.02,4,4,1,1,0.0,2,25,30,3,2022,0,1,0,0,0
38.0,4.6,23.351489,85.324253,23.411489,85.384253,5,1,1,1,1.0,3,33,5,3,2022,0,0,0,1,0
33.0,4.9,11.001852,76.976268,11.011852,76.986268,3,2,2,3,1.0,2,28,19,3,2022,0,0,1,0,0
24.0,4.1,26.905287,75.794592,27.045287,75.934592,1,1,2,1,1.0,2,39,12,3,2022,0,0,0,1,0
28.0,4.9,18.543626,73.905101,18.613626,73.975101,3,1,0,1,0.0,2,27,16,3,2022,0,0,0,1,0
36.0,4.1,19.22384,72.841347,19.29384,72.911347,3,1,2,1,1.0,2,32,6,3,2022,0,0,0,1,0
23.0,5.0,26.90519,75.810753,27.01519,75.920753,2,3,2,2,1.0,2,30,14,3,2022,0,1,0,0,0
38.0,4.8,0.0,0.0,0.05,0.05,6,3,0,1,0.0,3,22,13,2,2022,0,0,1,0,0
34.0,4.2,17.458998,78.500366,17.478998,78.520366,3,4,0,1,1.0,2,25,1,3,2022,0,0,1,0,0
31.0,5.0,0.0,0.0,0.06,0.06,2,1,1,1,2.0,3,35,7,3,2022,0,1,0,0,0
34.0,4.5,18.530963,73.828972,18.640963,73.938972,6,4,0,1,1.0,2,25,31,3,2022,0,0,0,1,0
37.0,4.8,17.430448,78.418213,17.480448,78.468213,6,1,1,2,0.0,3,18,19,3,2022,0,1,0,0,0
28.0,4.9,0.0,0.0,0.13,0.13,1,4,1,1,1.0,2,27,31,3,2022,0,0,0,1,0
26.0,4.7,17.411028,78.329645,17.461028,78.379645,6,4,0,1,1.0,3,16,30,3,2022,1,0,0,0,0
39.0,5.0,18.569156,73.774723,18.589156,73.794723,5,2,0,1,1.0,3,42,7,3,2022,0,0,0,1,1
36.0,4.0,26.88842,75.800689,26.94842,75.860689,4,1,0,1,2.0,2,41,11,3,2022,0,0,0,1,0
26.0,4.6,12.939496,77.625999,13.009496,77.695999,3,4,0,1,1.0,2,21,14,3,2022,0,0,1,0,0
36.0,4.7,12.321214,76.621094,12.451214,76.751094,3,4,2,2,1.0,2,21,4,4,2022,0,0,0,1,0
20.0,4.8,23.359407,85.325055,23.469407,85.435055,1,3,0,1,1.0,2,35,18,3,2022,0,0,0,1,0
24.0,5.0,9.970717,76.285447,10.060717,76.375447,4,1,1,2,0.0,2,18,18,2,2022,1,0,0,0,0
33.0,4.9,19.131141,72.813074,19.19114,72.873074,2,1,0,1,1.0,2,29,1,3,2022,1,0,0,0,0
34.0,4.5,23.357804,85.325146,23.417804,85.385146,2,4,0,1,0.0,2,23,19,3,2022,0,0,0,1,0
24.0,4.9,23.354422,85.3329,23.394422,85.3729,4,2,0,1,0.0,3,31,3,4,2022,0,0,1,0,0
35.0,4.6,26.90294,75.793007,26.93294,75.823007,6,1,1,2,1.0,2,22,26,3,2022,1,0,0,0,0
37.0,4.7,0.0,0.0,0.03,0.03,2,1,2,3,0.0,2,36,5,4,2022,0,0,0,1,0
30.0,4.3,11.022298,76.998349,11.052298,77.028349,4,4,0,1,1.0,3,29,24,3,2022,1,0,0,0,0
22.0,4.9,17.438263,78.397865,17.518263,78.477865,1,1,1,2,0.0,2,34,4,3,2022,0,1,0,0,0
33.0,4.6,12.311072,76.654878,12.361072,76.704878,2,1,1,2,1.0,2,28,21,3,2022,0,0,0,1,0
36.0,4.8,12.975996,80.221898,13.045996,80.291898,1,3,0,1,2.0,2,42,2,4,2022,0,0,1,0,0
39.0,4.7,21.170798,72.790489,21.210798,72.830489,4,3,1,2,0.0,3,25,24,3,2022,0,0,0,1,0
26.0,4.9,25.451517,81.832616,25.461517,81.842616,2,4,0,1,1.0,2,22,17,2,2022,0,1,0,0,0
31.0,4.7,12.986047,80.218114,12.996047,80.228114,6,4,1,1,0.0,2,19,1,3,2022,0,1,0,0,0
30.0,4.5,27.16185,78.040165,27.30185,78.180165,1,4,1,2,1.0,2,33,18,2,2022,0,1,0,0,0
29.6091523786525,,0.0,0.0,0.13,0.13,2,1,0,1,3.0,1,53,14,3,2022,0,0,0,1,1
36.0,4.7,21.157729,72.768726,21.227729,72.838726,1,1,2,2,0.0,2,45,29,3,2022,1,0,0,0,1
38.0,4.6,0.0,0.0,0.03,0.03,5,1,0,1,1.0,2,30,3,3,2022,1,0,0,0,0
39.0,4.9,19.120083,72.907385,19.150083,72.937385,5,1,1,2,1.0,2,29,1,3,2022,1,0,0,0,0
35.0,4.9,11.000762,76.981876,11.010762,76.991876,1,4,2,1,0.0,2,17,3,4,2022,0,0,0,1,0
21.0,4.5,22.761226,75.887522,22.841226,75.967522,3,3,1,1,0.0,3,21,12,3,2022,1,0,0,0,0
39.0,4.8,19.888716,75.321461,19.938716,75.371461,4,4,2,1,1.0,2,22,15,2,2022,0,1,0,0,0
33.0,5.0,30.899584,75.809346,31.039584,75.949346,3,3,2,2,1.0,2,20,12,2,2022,1,0,0,0,0
37.0,4.6,22.651847,75.881991,22.661847,75.891991,2,4,0,1,1.0,2,29,30,3,2022,0,0,0,1,0
22.0,4.5,30.895204,75.822103,30.935204,75.862103,6,3,0,1,1.0,3,21,11,2,2022,0,0,1,0,0
37.0,4.6,17.433809,78.386744,17.473809,78.426744,2,2,2,2,1.0,2,27,24,3,2022,0,0,1,0,0
33.0,4.6,23.369746,85.33982,23.449746,85.41982,6,1,2,3,1.0,2,19,23,3,2022,0,0,0,1,0
32.0,4.3,11.001852,76.976268,11.051852,77.026268,3,4,0,1,1.0,3,25,5,4,2022,1,0,0,0,0
24.0,4.8,19.874103,75.368419,19.934103,75.428419,2,1,2,3,0.0,2,21,17,2,2022,1,0,0,0,0
36.0,5.0,10.035573,76.336958,10.085573,76.386958,6,1,2,1,1.0,2,19,11,2,2022,0,0,0,1,0
